ID,TARGET
2,0.03253599150028213
5,0.03399501892222144
6,0.018398106168707556
7,0.020631749861888125
9,0.018441815270457265
11,0.26010151668123765
12,0.030935051908664624
15,0.1244465776503418
16,0.025509266300748193
17,0.022550349921287665
19,0.023635947929441212
21,0.018853854412169347
22,0.023191380360945167
24,0.02038361746746539
27,0.020939730727059975
28,0.0223139745977337
30,0.07134188228915558
33,0.01865098352201341
35,0.020809314513210945
37,0.02362338181618743
38,0.02278053032101547
40,0.1438933690123782
41,0.02346401428303722
44,0.019911570441908347
46,0.04722259194806905
47,0.019898908775975204
48,0.01879290928229592
50,0.018960998934702013
52,0.1334014218490165
53,0.01968344622548895
55,0.024652003632946565
57,0.018316395332660496
58,0.019851993631172616
59,0.02134923079187554
62,0.025754112614449636
63,0.02042767879378362
64,0.024031556209314978
65,0.020757503538602316
67,0.0218323562564356
69,0.0346599132264349
70,0.01864972865035449
71,0.026176157849498873
72,0.01884032409869668
73,0.01830375493872762
76,0.01899151168046883
78,0.018457580226917174
79,0.026010783671649332
81,0.018385647437862675
85,0.020221345498119776
86,0.018755540513036937
89,0.02808707060460463
94,0.07280303900600892
96,0.01879024450769534
97,0.021993686873338098
98,0.018553766563513128
99,0.02253051454916003
100,0.26349964885661925
103,0.04634058589380444
104,0.0195329704811127
108,0.020005022557954104
110,0.018493505150981162
112,0.023656371661707976
114,0.024192217587255583
116,0.02260448258389971
117,0.02007773474752283
119,0.01934499053430146
120,0.018886219297847655
121,0.01824313804445678
123,0.024345861615625696
124,0.025868466269812374
126,0.018317286253912227
128,0.020574592582206973
129,0.042826453732924784
133,0.027356763332866057
138,0.02348151094034138
147,0.024300873553708063
149,0.023744431745260215
158,0.018677628836577573
160,0.01955571700282432
164,0.02588850402738643
167,0.03775476410368498
168,0.02246543781114512
174,0.020156003388717855
181,0.02276923505504959
185,0.026952502793861455
187,0.018886427170655015
189,0.020775981176740867
190,0.03574072714568704
194,0.019409567250427903
197,0.03847932806914204
198,0.02369425710855743
201,0.026089544251928633
205,0.01972753112160832
208,0.07322238217579922
211,0.020332205670635203
216,0.029981977864307126
219,0.04224166015638866
223,0.019035378895133685
224,0.06529258767018611
226,0.021794638175628787
229,0.020409472572792176
230,0.023026593796801203
237,0.022446582682650068
238,0.022804621048639156
240,0.05167680208866351
243,0.018538924278371456
245,0.10739485612458108
246,0.20479794845207114
247,0.0189866032612097
248,0.019671683845552197
249,0.018659339379481974
250,0.3337140454462323
251,0.01831479703719345
255,0.05131037820978952
256,0.02393104002298498
257,0.04173642920508186
260,0.11496093415980295
261,0.01869807671344967
263,0.17020301891614315
264,0.10428718243006181
267,0.019431030263273436
268,0.02127940865617245
272,0.019611872636830167
274,0.019783998274541074
275,0.019171827933842246
277,0.32122912095128553
278,0.4614716066232844
280,0.01947241227332181
281,0.023884086102353153
282,0.05421583365917856
283,0.020287609317698692
284,0.03819982432838789
286,0.021396349060169365
290,0.021921172259721483
291,0.026057560975406215
293,0.026748748985851004
295,0.05049375015195124
297,0.018253263070139882
298,0.04070668432852791
300,0.018586113933230196
304,0.0188129908341629
305,0.018910487548110283
308,0.01861931837570979
309,0.019458453672510555
310,0.01919048625922331
312,0.02581568292019215
313,0.09688813051776307
315,0.020363746060612847
317,0.023202736947431905
